day,date,year,month,day_of_month,day_of_week,is_weekend,ball_1,ball_2,ball_3,ball_4,ball_5,ball_6,powerball,sum_main_balls,mean_main_balls,min_main_ball,max_main_ball,range_main_balls,odd_count,even_count,is_powerball_even
3067,2022-11-05,2022,11,5,5,1,4,18,27,32,38,45,42,164,27.33,4,45,41,2,4,1
3068,2022-11-09,2022,11,9,2,0,11,18,35,41,46,51,13,202,33.67,11,51,40,4,2,0
3069,2022-11-12,2022,11,12,5,1,1,11,45,48,51,52,9,208,34.67,1,52,51,4,2,0
3070,2022-11-16,2022,11,16,2,0,2,4,12,23,42,46,49,129,21.5,2,46,44,1,5,0
3071,2022-11-19,2022,11,19,5,1,6,8,12,37,43,51,21,157,26.17,6,51,45,3,3,0
3072,2022-11-23,2022,11,23,2,0,3,8,10,12,19,27,18,79,13.17,3,27,24,3,3,1
3073,2022-11-26,2022,11,26,5,1,5,18,20,26,35,38,24,142,23.67,5,38,33,2,4,1
3074,2022-11-30,2022,11,30,2,0,11,25,29,41,44,51,17,201,33.5,11,51,40,5,1,0
3075,2022-12-03,2022,12,3,5,1,1,12,26,33,50,52,19,174,29.0,1,52,51,2,4,0
3076,2022-12-07,2022,12,7,2,0,1,5,18,45,47,52,19,168,28.0,1,52,51,4,2,0
3077,2022-12-10,2022,12,10,5,1,11,23,37,39,43,44,31,197,32.83,11,44,33,5,1,0
3078,2022-12-14,2022,12,14,2,0,2,7,20,21,35,46,22,131,21.83,2,46,44,3,3,1
3079,2022-12-17,2022,12,17,5,1,4,6,18,20,36,40,43,124,20.67,4,40,36,0,6,0
3080,2022-12-21,2022,12,21,2,0,7,20,21,37,38,46,24,169,28.17,7,46,39,3,3,1
3081,2022-12-24,2022,12,24,5,1,7,10,17,19,23,50,43,126,21.0,7,50,43,4,2,0
3082,2022-12-28,2022,12,28,2,0,8,22,30,40,42,49,41,191,31.83,8,49,41,1,5,0
3083,2022-12-31,2022,12,31,5,1,12,18,19,41,48,52,35,190,31.67,12,52,40,2,4,0
3084,2023-01-04,2023,1,4,2,0,1,18,25,30,46,48,19,168,28.0,1,48,47,2,4,0
3085,2023-01-07,2023,1,7,5,1,3,4,19,25,27,32,8,110,18.33,3,32,29,4,2,1
3086,2023-01-11,2023,1,11,2,0,4,10,21,25,37,46,2,143,23.83,4,46,42,3,3,1
3087,2023-01-14,2023,1,14,5,1,8,9,14,33,34,47,26,145,24.17,8,47,39,3,3,1
3088,2023-01-18,2023,1,18,2,0,5,29,31,35,39,47,1,186,31.0,5,47,42,6,0,0
3089,2023-01-21,2023,1,21,5,1,1,13,14,22,41,52,9,143,23.83,1,52,51,3,3,0
3090,2023-01-25,2023,1,25,2,0,3,6,9,11,31,39,7,99,16.5,3,39,36,5,1,0
3091,2023-01-28,2023,1,28,5,1,8,27,30,32,46,52,43,195,32.5,8,52,44,1,5,0
3092,2023-02-01,2023,2,1,2,0,2,21,24,38,44,48,36,177,29.5,2,48,46,1,5,1
3093,2023-02-04,2023,2,4,5,1,11,13,23,45,47,50,10,189,31.5,11,50,39,5,1,1
3094,2023-02-08,2023,2,8,2,0,15,20,23,31,33,40,29,162,27.0,15,40,25,4,2,0
3095,2023-02-11,2023,2,11,5,1,9,11,35,39,40,48,19,182,30.33,9,48,39,4,2,0
3096,2023-02-15,2023,2,15,2,0,4,7,14,30,37,46,16,138,23.0,4,46,42,2,4,1
3097,2023-02-18,2023,2,18,5,1,7,9,21,25,31,50,15,143,23.83,7,50,43,5,1,0
3098,2023-02-22,2023,2,22,2,0,5,14,20,22,25,34,8,120,20.0,5,34,29,2,4,1
3099,2023-02-25,2023,2,25,5,1,12,14,19,24,33,42,5,144,24.0,12,42,30,2,4,0
3100,2023-03-01,2023,3,1,2,0,23,24,25,26,34,35,14,167,27.83,23,35,12,3,3,1
3101,2023-03-04,2023,3,4,5,1,4,9,13,38,42,45,40,151,25.17,4,45,41,3,3,1
3102,2023-03-08,2023,3,8,2,0,11,19,23,27,35,44,13,159,26.5,11,44,33,5,1,0
3103,2023-03-11,2023,3,11,5,1,17,38,44,48,49,50,5,246,41.0,17,50,33,2,4,0
3104,2023-03-15,2023,3,15,2,0,27,36,41,43,46,50,45,243,40.5,27,50,23,3,3,0
3105,2023-03-18,2023,3,18,5,1,5,8,26,31,47,50,35,167,27.83,5,50,45,3,3,0
3106,2023-03-22,2023,3,22,2,0,4,10,27,34,43,44,22,162,27.0,4,44,40,2,4,1
3107,2023-03-25,2023,3,25,5,1,10,11,31,35,39,46,3,172,28.67,10,46,36,4,2,0
3108,2023-03-29,2023,3,29,2,0,4,15,21,22,30,33,5,125,20.83,4,33,29,3,3,0
3109,2023-04-01,2023,4,1,5,1,26,27,29,31,32,52,12,197,32.83,26,52,26,3,3,1
3110,2023-04-05,2023,4,5,2,0,5,12,14,26,33,37,34,127,21.17,5,37,32,3,3,1
3111,2023-04-08,2023,4,8,5,1,2,8,16,17,37,41,35,121,20.17,2,41,39,3,3,0
3112,2023-04-12,2023,4,12,2,0,4,38,46,47,50,52,45,237,39.5,4,52,48,1,5,0
3113,2023-04-15,2023,4,15,5,1,3,18,35,36,39,42,8,173,28.83,3,42,39,3,3,1
3114,2023-04-19,2023,4,19,2,0,11,25,38,39,44,50,52,207,34.5,11,50,39,3,3,1
3115,2023-04-22,2023,4,22,5,1,3,7,28,29,35,52,12,154,25.67,3,52,49,4,2,1
3116,2023-04-26,2023,4,26,2,0,25,36,38,39,47,51,30,236,39.33,25,51,26,4,2,1
3117,2023-04-29,2023,4,29,5,1,7,15,28,35,44,51,31,180,30.0,7,51,44,4,2,0
3118,2023-05-03,2023,5,3,2,0,18,21,33,35,40,43,6,190,31.67,18,43,25,4,2,1
3119,2023-05-06,2023,5,6,5,1,19,22,30,39,45,46,24,201,33.5,19,46,27,3,3,1
3120,2023-05-10,2023,5,10,2,0,4,5,11,25,41,50,13,136,22.67,4,50,46,4,2,0
3121,2023-05-13,2023,5,13,5,1,10,16,23,24,30,49,5,152,25.33,10,49,39,2,4,0
3122,2023-05-17,2023,5,17,2,0,1,27,34,41,42,51,39,196,32.67,1,51,50,4,2,0
3123,2023-05-20,2023,5,20,5,1,1,17,22,30,37,42,35,149,24.83,1,42,41,3,3,0
3124,2023-05-24,2023,5,24,2,0,11,17,21,34,44,49,15,176,29.33,11,49,38,4,2,0
3125,2023-05-27,2023,5,27,5,1,2,8,16,18,33,47,35,124,20.67,2,47,45,2,4,0
3126,2023-05-31,2023,5,31,2,0,2,14,23,33,37,49,29,158,26.33,2,49,47,4,2,0
3127,2023-06-03,2023,6,3,5,1,4,15,22,29,38,41,52,149,24.83,4,41,37,3,3,1
3128,2023-06-07,2023,6,7,2,0,17,22,23,32,43,51,44,188,31.33,17,51,34,4,2,1
3129,2023-06-10,2023,6,10,5,1,6,8,12,23,32,48,33,129,21.5,6,48,42,1,5,0
3130,2023-06-14,2023,6,14,2,0,9,12,26,29,32,49,16,157,26.17,9,49,40,3,3,1
3131,2023-06-17,2023,6,17,5,1,3,4,11,33,44,48,2,143,23.83,3,48,45,3,3,1
3132,2023-06-21,2023,6,21,2,0,16,17,29,31,32,33,39,158,26.33,16,33,17,4,2,0
3133,2023-06-24,2023,6,24,5,1,4,9,18,24,32,51,10,138,23.0,4,51,47,2,4,1
3134,2023-06-28,2023,6,28,2,0,11,18,25,37,38,49,12,178,29.67,11,49,38,4,2,1
3135,2023-07-01,2023,7,1,5,1,16,20,36,45,46,50,3,213,35.5,16,50,34,1,5,0
3136,2023-07-05,2023,7,5,2,0,19,20,23,24,43,44,42,173,28.83,19,44,25,3,3,1
3137,2023-07-08,2023,7,8,5,1,14,33,39,41,48,49,30,224,37.33,14,49,35,4,2,1
3138,2023-07-12,2023,7,12,2,0,1,4,14,29,38,52,11,138,23.0,1,52,51,2,4,0
3139,2023-07-15,2023,7,15,5,1,8,12,27,37,47,48,7,179,29.83,8,48,40,3,3,0
3140,2023-07-19,2023,7,19,2,0,1,5,29,36,39,41,30,151,25.17,1,41,40,5,1,1
3141,2023-07-22,2023,7,22,5,1,1,20,25,26,28,42,13,142,23.67,1,42,41,2,4,0
3142,2023-07-26,2023,7,26,2,0,14,29,35,36,43,46,44,203,33.83,14,46,32,3,3,1
3143,2023-07-29,2023,7,29,5,1,4,9,14,16,21,40,44,104,17.33,4,40,36,2,4,1
3144,2023-08-02,2023,8,2,2,0,13,16,37,40,42,47,43,195,32.5,13,47,34,3,3,0
3145,2023-08-05,2023,8,5,5,1,7,27,39,43,44,48,10,208,34.67,7,48,41,4,2,1
3146,2023-08-09,2023,8,9,2,0,5,6,11,23,28,31,21,104,17.33,5,31,26,4,2,0
3147,2023-08-12,2023,8,12,5,1,12,21,25,27,40,46,13,171,28.5,12,46,34,3,3,0
3148,2023-08-16,2023,8,16,2,0,6,8,13,28,37,48,21,140,23.33,6,48,42,2,4,0
3149,2023-08-19,2023,8,19,5,1,13,14,15,18,22,33,36,115,19.17,13,33,20,3,3,1
3150,2023-08-23,2023,8,23,2,0,4,6,24,28,41,46,27,149,24.83,4,46,42,1,5,0
3151,2023-08-26,2023,8,26,5,1,7,10,27,28,48,49,20,169,28.17,7,49,42,3,3,1
3152,2023-08-30,2023,8,30,2,0,22,23,28,37,43,50,45,203,33.83,22,50,28,3,3,0
3153,2023-09-02,2023,9,2,5,1,2,23,36,37,40,46,39,184,30.67,2,46,44,2,4,0
3154,2023-09-06,2023,9,6,2,0,3,13,32,35,49,50,26,182,30.33,3,50,47,4,2,1
3155,2023-09-09,2023,9,9,5,1,7,10,18,20,23,30,4,108,18.0,7,30,23,2,4,1
3156,2023-09-13,2023,9,13,2,0,4,28,35,47,50,51,15,215,35.83,4,51,47,3,3,0
3157,2023-09-16,2023,9,16,5,1,10,18,19,32,34,44,25,157,26.17,10,44,34,1,5,0
3158,2023-09-20,2023,9,20,2,0,17,26,28,31,33,35,2,170,28.33,17,35,18,4,2,1
3159,2023-09-23,2023,9,23,5,1,1,5,24,25,27,41,50,123,20.5,1,41,40,5,1,1
3160,2023-09-27,2023,9,27,2,0,6,9,15,22,28,39,31,119,19.83,6,39,33,3,3,0
3161,2023-09-30,2023,9,30,5,1,1,10,14,15,16,40,33,96,16.0,1,40,39,2,4,0
3162,2023-10-04,2023,10,4,2,0,4,14,17,32,41,48,2,156,26.0,4,48,44,2,4,1
3163,2023-10-07,2023,10,7,5,1,10,13,21,23,29,30,22,126,21.0,10,30,20,4,2,1
3164,2023-10-11,2023,10,11,2,0,4,8,10,25,33,50,32,130,21.67,4,50,46,2,4,1
3165,2023-10-14,2023,10,14,5,1,8,10,17,20,49,51,44,155,25.83,8,51,43,3,3,1
3166,2023-10-18,2023,10,18,2,0,8,9,30,31,40,42,23,160,26.67,8,42,34,2,4,0
3167,2023-10-21,2023,10,21,5,1,22,38,40,42,48,49,18,239,39.83,22,49,27,1,5,1
3168,2023-10-25,2023,10,25,2,0,3,4,13,24,25,39,48,108,18.0,3,39,36,4,2,1
3169,2023-10-28,2023,10,28,5,1,1,36,41,43,46,51,25,218,36.33,1,51,50,4,2,0
3170,2023-11-01,2023,11,1,2,0,6,14,25,33,40,49,16,167,27.83,6,49,43,3,3,1
3171,2023-11-04,2023,11,4,5,1,12,18,30,48,51,52,38,211,35.17,12,52,40,1,5,1
3172,2023-11-08,2023,11,8,2,0,1,16,20,21,28,45,17,131,21.83,1,45,44,3,3,0
3173,2023-11-11,2023,11,11,5,1,3,33,43,45,46,47,22,217,36.17,3,47,44,5,1,1
3174,2023-11-15,2023,11,15,2,0,11,14,34,38,45,46,51,188,31.33,11,46,35,2,4,0
3175,2023-11-18,2023,11,18,5,1,11,19,21,25,34,41,44,151,25.17,11,41,30,5,1,1
3176,2023-11-22,2023,11,22,2,0,5,12,19,23,25,41,15,125,20.83,5,41,36,5,1,0
3177,2023-11-25,2023,11,25,5,1,3,14,15,24,25,40,45,121,20.17,3,40,37,3,3,0
3178,2023-11-29,2023,11,29,2,0,11,20,23,25,38,41,32,158,26.33,11,41,30,4,2,1
3179,2023-12-02,2023,12,2,5,1,1,32,33,35,42,51,20,194,32.33,1,51,50,4,2,1
3180,2023-12-06,2023,12,6,2,0,10,13,34,42,45,51,24,195,32.5,10,51,41,3,3,1
3181,2023-12-09,2023,12,9,5,1,8,14,23,40,42,44,33,171,28.5,8,44,36,1,5,0
3182,2023-12-13,2023,12,13,2,0,11,12,14,16,31,38,7,122,20.33,11,38,27,2,4,0
3183,2023-12-16,2023,12,16,5,1,17,22,31,36,43,47,29,196,32.67,17,47,30,4,2,0
3184,2023-12-20,2023,12,20,2,0,11,18,32,41,45,50,51,197,32.83,11,50,39,3,3,0
3185,2023-12-23,2023,12,23,5,1,19,20,28,37,49,50,48,203,33.83,19,50,31,3,3,1
3186,2023-12-27,2023,12,27,2,0,12,25,29,34,41,42,27,183,30.5,12,42,30,3,3,0
3187,2023-12-30,2023,12,30,5,1,9,10,15,17,35,37,4,123,20.5,9,37,28,5,1,1
3188,2024-01-03,2024,1,3,2,0,7,18,32,36,38,52,25,183,30.5,7,52,45,1,5,0
3189,2024-01-06,2024,1,6,5,1,5,9,17,18,24,30,6,103,17.17,5,30,25,3,3,1
3190,2024-01-10,2024,1,10,2,0,9,15,17,27,31,49,35,148,24.67,9,49,40,6,0,0
3191,2024-01-13,2024,1,13,5,1,11,13,29,48,50,51,47,202,33.67,11,51,40,4,2,0
3192,2024-01-17,2024,1,17,2,0,24,33,34,42,43,50,37,226,37.67,24,50,26,2,4,0
3193,2024-01-20,2024,1,20,5,1,3,8,10,16,36,41,9,114,19.0,3,41,38,2,4,0
3194,2024-01-24,2024,1,24,2,0,14,16,18,21,45,51,4,165,27.5,14,51,37,3,3,1
3195,2024-01-27,2024,1,27,5,1,2,15,26,28,45,49,6,165,27.5,2,49,47,3,3,1
3196,2024-01-31,2024,1,31,2,0,9,11,23,26,41,52,29,162,27.0,9,52,43,4,2,0
3197,2024-02-03,2024,2,3,5,1,16,17,24,31,36,43,44,167,27.83,16,43,27,3,3,1
3198,2024-02-07,2024,2,7,2,0,13,19,28,29,30,32,14,151,25.17,13,32,19,3,3,1
3199,2024-02-10,2024,2,10,5,1,3,18,24,38,43,46,51,172,28.67,3,46,43,2,4,0
3200,2024-02-14,2024,2,14,2,0,6,18,23,29,30,45,44,151,25.17,6,45,39,3,3,1
3201,2024-02-17,2024,2,17,5,1,1,3,9,29,44,48,25,134,22.33,1,48,47,4,2,0
3202,2024-02-21,2024,2,21,2,0,5,33,34,42,51,52,39,217,36.17,5,52,47,3,3,0
3203,2024-02-24,2024,2,24,5,1,2,7,20,27,29,34,37,119,19.83,2,34,32,3,3,0
3204,2024-02-28,2024,2,28,2,0,11,12,14,18,20,48,32,123,20.5,11,48,37,1,5,1
3205,2024-03-02,2024,3,2,5,1,8,18,25,40,47,49,31,187,31.17,8,49,41,3,3,0
3206,2024-03-06,2024,3,6,2,0,7,16,17,22,32,48,36,142,23.67,7,48,41,2,4,1
3207,2024-03-09,2024,3,9,5,1,9,17,24,27,46,50,48,173,28.83,9,50,41,3,3,1
3208,2024-03-13,2024,3,13,2,0,9,25,33,34,36,46,15,183,30.5,9,46,37,3,3,0
3209,2024-03-16,2024,3,16,5,1,5,8,11,15,19,51,21,109,18.17,5,51,46,5,1,0
3210,2024-03-20,2024,3,20,2,0,8,13,22,30,39,52,32,164,27.33,8,52,44,2,4,1
3211,2024-03-23,2024,3,23,5,1,1,2,3,4,17,43,36,70,11.67,1,43,42,4,2,1
3212,2024-03-27,2024,3,27,2,0,11,22,41,45,46,51,50,216,36.0,11,51,40,4,2,1
3213,2024-03-30,2024,3,30,5,1,18,29,39,40,43,50,27,219,36.5,18,50,32,3,3,0
3214,2024-04-03,2024,4,3,2,0,19,25,26,28,38,39,44,175,29.17,19,39,20,3,3,1
3215,2024-04-06,2024,4,6,5,1,7,8,17,19,28,49,12,128,21.33,7,49,42,4,2,1
3216,2024-04-10,2024,4,10,2,0,6,10,15,20,34,45,46,130,21.67,6,45,39,2,4,1
3217,2024-04-13,2024,4,13,5,1,14,16,22,23,35,47,24,157,26.17,14,47,33,3,3,1
3218,2024-04-17,2024,4,17,2,0,15,21,34,36,37,47,43,190,31.67,15,47,32,4,2,0
3219,2024-04-20,2024,4,20,5,1,2,5,6,25,29,30,10,97,16.17,2,30,28,3,3,1
3220,2024-04-24,2024,4,24,2,0,18,32,38,42,44,50,24,224,37.33,18,50,32,0,6,1
3221,2024-04-27,2024,4,27,5,1,10,11,17,27,33,40,8,138,23.0,10,40,30,4,2,1
3222,2024-05-01,2024,5,1,2,0,7,12,16,27,32,52,13,146,24.33,7,52,45,2,4,0
3223,2024-05-04,2024,5,4,5,1,3,14,33,35,36,49,25,170,28.33,3,49,46,4,2,0
3224,2024-05-08,2024,5,8,2,0,19,26,31,36,37,40,22,189,31.5,19,40,21,3,3,1
3225,2024-05-11,2024,5,11,5,1,1,8,35,38,43,51,30,176,29.33,1,51,50,4,2,1
3226,2024-05-15,2024,5,15,2,0,2,7,25,32,37,45,8,148,24.67,2,45,43,4,2,1
3227,2024-05-18,2024,5,18,5,1,12,24,28,37,38,47,1,186,31.0,12,47,35,2,4,0
3228,2024-05-22,2024,5,22,2,0,19,22,29,35,40,41,1,186,31.0,19,41,22,4,2,0
3229,2024-05-25,2024,5,25,5,1,1,4,25,29,36,45,20,140,23.33,1,45,44,4,2,1
3230,2024-05-29,2024,5,29,2,0,5,11,20,27,41,45,42,149,24.83,5,45,40,5,1,1
3231,2024-06-01,2024,6,1,5,1,12,17,18,29,37,42,27,155,25.83,12,42,30,3,3,0
3232,2024-06-05,2024,6,5,2,0,21,22,23,25,37,50,47,178,29.67,21,50,29,4,2,0
3233,2024-06-08,2024,6,8,5,1,5,6,10,11,35,41,17,108,18.0,5,41,36,4,2,0
3234,2024-06-12,2024,6,12,2,0,2,9,16,26,41,48,23,142,23.67,2,48,46,2,4,0
3235,2024-06-15,2024,6,15,5,1,1,14,32,35,46,48,22,176,29.33,1,48,47,2,4,1
3236,2024-06-19,2024,6,19,2,0,9,11,25,26,31,39,45,141,23.5,9,39,30,5,1,0
3237,2024-06-22,2024,6,22,5,1,12,21,25,29,47,51,32,185,30.83,12,51,39,5,1,1
3238,2024-06-26,2024,6,26,2,0,2,17,33,39,45,52,48,188,31.33,2,52,50,4,2,1
3239,2024-06-29,2024,6,29,5,1,10,11,15,21,44,47,8,148,24.67,10,47,37,4,2,1
3240,2024-07-03,2024,7,3,2,0,8,24,43,45,46,50,16,216,36.0,8,50,42,2,4,1
3241,2024-07-06,2024,7,6,5,1,3,10,28,29,44,49,50,163,27.17,3,49,46,3,3,1
3242,2024-07-10,2024,7,10,2,0,9,17,25,40,49,52,38,192,32.0,9,52,43,4,2,1
3243,2024-07-13,2024,7,13,5,1,14,33,34,36,44,45,28,206,34.33,14,45,31,2,4,1
3244,2024-07-17,2024,7,17,2,0,1,5,14,15,22,47,7,104,17.33,1,47,46,4,2,0
3245,2024-07-20,2024,7,20,5,1,19,22,27,37,42,46,47,193,32.17,19,46,27,3,3,0
3246,2024-07-24,2024,7,24,2,0,13,17,30,31,32,43,41,166,27.67,13,43,30,4,2,0
3247,2024-07-27,2024,7,27,5,1,20,21,26,34,37,48,10,186,31.0,20,48,28,2,4,1
3248,2024-07-31,2024,7,31,2,0,11,12,14,20,34,48,33,139,23.17,11,48,37,1,5,0
3249,2024-08-03,2024,8,3,5,1,12,22,26,31,45,48,6,184,30.67,12,48,36,2,4,1
3250,2024-08-07,2024,8,7,2,0,1,10,13,32,37,48,45,141,23.5,1,48,47,3,3,0
3251,2024-08-10,2024,8,10,5,1,7,11,24,26,32,41,15,141,23.5,7,41,34,3,3,0
3252,2024-08-14,2024,8,14,2,0,7,13,17,23,40,47,4,147,24.5,7,47,40,5,1,1
3253,2024-08-17,2024,8,17,5,1,4,7,12,31,38,49,15,141,23.5,4,49,45,3,3,0
3254,2024-08-21,2024,8,21,2,0,4,11,22,29,36,44,14,146,24.33,4,44,40,2,4,1
3255,2024-08-24,2024,8,24,5,1,2,5,13,22,23,51,1,116,19.33,2,51,49,4,2,0
3256,2024-08-28,2024,8,28,2,0,2,12,23,24,30,31,36,122,20.33,2,31,29,2,4,1
3257,2024-08-31,2024,8,31,5,1,1,10,14,19,25,46,29,115,19.17,1,46,45,3,3,0
3258,2024-09-04,2024,9,4,2,0,10,17,33,38,39,50,5,187,31.17,10,50,40,3,3,0
3259,2024-09-07,2024,9,7,5,1,2,7,18,29,40,49,38,145,24.17,2,49,47,3,3,1
3260,2024-09-11,2024,9,11,2,0,8,13,16,22,26,43,9,128,21.33,8,43,35,2,4,0
3261,2024-09-14,2024,9,14,5,1,4,6,8,28,46,52,27,144,24.0,4,52,48,0,6,0
3262,2024-09-18,2024,9,18,2,0,7,21,23,38,43,45,25,177,29.5,7,45,38,5,1,0
3263,2024-09-21,2024,9,21,5,1,21,29,32,33,36,50,52,201,33.5,21,50,29,3,3,1
3264,2024-09-25,2024,9,25,2,0,6,26,39,41,49,52,17,213,35.5,6,52,46,3,3,0
3265,2024-09-28,2024,9,28,5,1,25,28,29,32,40,42,26,196,32.67,25,42,17,2,4,1
3266,2024-10-02,2024,10,2,2,0,5,6,14,26,37,50,13,138,23.0,5,50,45,2,4,0
3267,2024-10-05,2024,10,5,5,1,14,21,27,40,43,47,45,192,32.0,14,47,33,4,2,0
3268,2024-10-09,2024,10,9,2,0,5,18,19,29,44,48,17,163,27.17,5,48,43,3,3,0
3269,2024-10-12,2024,10,12,5,1,5,8,10,46,49,51,27,169,28.17,5,51,46,3,3,0
3270,2024-10-16,2024,10,16,2,0,16,18,20,31,43,44,39,172,28.67,16,44,28,2,4,0
3271,2024-10-19,2024,10,19,5,1,19,24,39,44,48,50,30,224,37.33,19,50,31,2,4,1
3272,2024-10-23,2024,10,23,2,0,11,18,19,20,27,30,44,125,20.83,11,30,19,3,3,1
3273,2024-10-26,2024,10,26,5,1,4,12,22,29,38,41,10,146,24.33,4,41,37,2,4,1
3274,2024-10-30,2024,10,30,2,0,4,9,25,39,41,44,3,162,27.0,4,44,40,4,2,0
3275,2024-11-02,2024,11,2,5,1,1,7,10,15,42,51,49,126,21.0,1,51,50,4,2,0
3276,2024-11-06,2024,11,6,2,0,13,18,32,42,43,50,16,198,33.0,13,50,37,2,4,1
3277,2024-11-09,2024,11,9,5,1,6,7,20,29,46,49,31,157,26.17,6,49,43,3,3,0
3278,2024-11-13,2024,11,13,2,0,3,25,33,35,42,45,9,183,30.5,3,45,42,5,1,0
3279,2024-11-16,2024,11,16,5,1,4,8,13,15,28,36,52,104,17.33,4,36,32,2,4,1
3280,2024-11-20,2024,11,20,2,0,2,3,22,33,36,41,18,137,22.83,2,41,39,3,3,1
3281,2024-11-23,2024,11,23,5,1,3,9,10,16,22,25,43,85,14.17,3,25,22,3,3,0
3282,2024-11-27,2024,11,27,2,0,5,8,13,15,39,43,1,123,20.5,5,43,38,5,1,0
3283,2024-11-30,2024,11,30,5,1,7,24,34,37,40,52,20,194,32.33,7,52,45,2,4,1
3284,2024-12-04,2024,12,4,2,0,4,14,19,20,21,48,47,126,21.0,4,48,44,2,4,0
3285,2024-12-07,2024,12,7,5,1,10,20,30,47,49,50,21,206,34.33,10,50,40,2,4,0
3286,2024-12-11,2024,12,11,2,0,6,11,19,24,50,52,51,162,27.0,6,52,46,2,4,0
3287,2024-12-14,2024,12,14,5,1,6,8,11,39,42,47,41,153,25.5,6,47,41,3,3,0
3288,2024-12-18,2024,12,18,2,0,5,7,28,30,38,45,37,153,25.5,5,45,40,3,3,0
3289,2024-12-21,2024,12,21,5,1,6,9,23,30,33,41,8,142,23.67,6,41,35,4,2,1
3290,2024-12-28,2024,12,28,5,1,7,18,25,28,29,44,8,151,25.17,7,44,37,3,3,1
3291,2025-01-01,2025,1,1,2,0,3,7,18,23,24,52,26,127,21.17,3,52,49,3,3,1
3292,2025-01-04,2025,1,4,5,1,3,22,23,25,33,52,19,158,26.33,3,52,49,4,2,0
3293,2025-01-08,2025,1,8,2,0,16,22,24,34,38,49,35,183,30.5,16,49,33,1,5,0
3294,2025-01-11,2025,1,11,5,1,1,10,20,22,37,42,23,132,22.0,1,42,41,2,4,0
3295,2025-01-15,2025,1,15,2,0,4,9,10,35,37,41,39,136,22.67,4,41,37,4,2,0
3296,2025-01-18,2025,1,18,5,1,13,20,25,33,38,40,44,169,28.17,13,40,27,3,3,1
3297,2025-01-22,2025,1,22,2,0,6,9,23,45,46,48,12,177,29.5,6,48,42,3,3,1
3298,2025-01-25,2025,1,25,5,1,23,26,28,29,39,51,45,196,32.67,23,51,28,4,2,0
3299,2025-01-29,2025,1,29,2,0,6,11,13,24,32,44,14,130,21.67,6,44,38,2,4,1
3300,2025-02-01,2025,2,1,5,1,14,15,26,41,42,52,36,190,31.67,14,52,38,2,4,1
3301,2025-02-05,2025,2,5,2,0,5,7,18,28,30,42,1,130,21.67,5,42,37,2,4,0
3302,2025-02-08,2025,2,8,5,1,1,4,14,17,20,34,50,90,15.0,1,34,33,2,4,1
3303,2025-02-12,2025,2,12,2,0,3,9,23,41,42,48,39,166,27.67,3,48,45,4,2,0
3304,2025-02-15,2025,2,15,5,1,5,9,25,39,41,50,24,169,28.17,5,50,45,5,1,1
3305,2025-02-19,2025,2,19,2,0,11,13,32,43,50,51,16,200,33.33,11,51,40,4,2,1
3306,2025-02-22,2025,2,22,5,1,4,7,12,13,24,51,49,111,18.5,4,51,47,3,3,0
3307,2025-02-26,2025,2,26,2,0,27,36,38,44,45,47,41,237,39.5,27,47,20,3,3,0
3308,2025-03-01,2025,3,1,5,1,8,12,20,22,49,50,10,161,26.83,8,50,42,1,5,1
3309,2025-03-05,2025,3,5,2,0,2,8,37,45,48,51,24,191,31.83,2,51,49,3,3,1
3310,2025-03-08,2025,3,8,5,1,7,19,23,27,31,52,10,159,26.5,7,52,45,5,1,1
3311,2025-03-12,2025,3,12,2,0,7,12,24,32,39,48,9,162,27.0,7,48,41,2,4,0
3312,2025-03-15,2025,3,15,5,1,6,23,24,34,47,49,18,183,30.5,6,49,43,3,3,1
3313,2025-03-19,2025,3,19,2,0,2,3,17,27,29,37,12,115,19.17,2,37,35,5,1,1
3314,2025-03-22,2025,3,22,5,1,3,12,16,18,31,51,2,131,21.83,3,51,48,3,3,1
3315,2025-03-26,2025,3,26,2,0,12,18,21,25,27,38,31,141,23.5,12,38,26,3,3,0
3316,2025-03-29,2025,3,29,5,1,11,18,28,36,46,48,22,187,31.17,11,48,37,1,5,1
3317,2025-04-02,2025,4,2,2,0,6,7,22,29,44,50,4,158,26.33,6,50,44,2,4,1
3318,2025-04-05,2025,4,5,5,1,7,11,34,37,39,42,44,170,28.33,7,42,35,4,2,1
3319,2025-04-09,2025,4,9,2,0,3,5,27,45,49,50,20,179,29.83,3,50,47,5,1,1
3320,2025-04-12,2025,4,12,5,1,3,9,16,17,31,48,36,124,20.67,3,48,45,4,2,1
3321,2025-04-16,2025,4,16,2,0,9,16,20,23,26,51,29,145,24.17,9,51,42,3,3,0
3322,2025-04-19,2025,4,19,5,1,6,9,11,33,38,52,32,149,24.83,6,52,46,3,3,1
3323,2025-04-23,2025,4,23,2,0,1,5,22,31,34,44,33,137,22.83,1,44,43,3,3,0
3324,2025-04-26,2025,4,26,5,1,18,20,28,30,31,36,49,163,27.17,18,36,18,1,5,0
3325,2025-04-30,2025,4,30,2,0,8,19,20,31,45,52,3,175,29.17,8,52,44,3,3,0
3326,2025-05-03,2025,5,3,5,1,4,5,7,10,11,41,2,78,13.0,4,41,37,4,2,1
3327,2025-05-07,2025,5,7,2,0,9,10,27,30,31,45,23,152,25.33,9,45,36,4,2,0
3328,2025-05-10,2025,5,10,5,1,3,13,18,24,30,31,25,119,19.83,3,31,28,3,3,0
