day,date,year,month,day_of_month,day_of_week,is_weekend,ball_1,ball_2,ball_3,ball_4,ball_5,ball_6,powerball,sum_main_balls,mean_main_balls,min_main_ball,max_main_ball,range_main_balls,odd_count,even_count,is_powerball_even
2805,2020-04-29,2020,4,29,2,0,9,25,26,30,33,43,23,166,27.67,9,43,34,4,2,0
2806,2020-05-02,2020,5,2,5,1,1,11,14,19,31,43,7,119,19.83,1,43,42,5,1,0
2807,2020-05-06,2020,5,6,2,0,1,16,28,29,32,49,47,155,25.83,1,49,48,3,3,0
2808,2020-05-09,2020,5,9,5,1,26,29,40,41,45,48,39,229,38.17,26,48,22,3,3,0
2809,2020-05-13,2020,5,13,2,0,1,5,6,8,10,18,34,48,8.0,1,18,17,2,4,1
2810,2020-05-16,2020,5,16,5,1,8,10,15,27,30,49,6,139,23.17,8,49,41,3,3,1
2811,2020-05-20,2020,5,20,2,0,6,13,25,27,30,36,32,137,22.83,6,36,30,3,3,1
2812,2020-05-23,2020,5,23,5,1,2,11,18,20,35,48,36,134,22.33,2,48,46,2,4,1
2813,2020-05-27,2020,5,27,2,0,3,9,15,24,39,42,4,132,22.0,3,42,39,4,2,1
2814,2020-05-30,2020,5,30,5,1,4,13,20,23,31,46,28,137,22.83,4,46,42,3,3,1
2815,2020-06-03,2020,6,3,2,0,7,16,23,26,31,43,34,146,24.33,7,43,36,4,2,1
2816,2020-06-06,2020,6,6,5,1,15,16,23,36,37,38,18,165,27.5,15,38,23,3,3,1
2817,2020-06-10,2020,6,10,2,0,15,16,18,23,34,49,32,155,25.83,15,49,34,3,3,1
2818,2020-06-13,2020,6,13,5,1,2,3,12,13,32,47,41,109,18.17,2,47,45,3,3,0
2819,2020-06-17,2020,6,17,2,0,1,32,35,36,40,52,51,196,32.67,1,52,51,2,4,0
2820,2020-06-20,2020,6,20,5,1,6,24,28,40,45,49,39,192,32.0,6,49,43,2,4,0
2821,2020-06-24,2020,6,24,2,0,3,9,14,19,21,24,8,90,15.0,3,24,21,4,2,1
2822,2020-06-27,2020,6,27,5,1,8,9,35,39,45,48,41,184,30.67,8,48,40,4,2,0
2823,2020-07-01,2020,7,1,2,0,5,13,21,30,32,41,40,142,23.67,5,41,36,4,2,1
2824,2020-07-04,2020,7,4,5,1,8,14,15,42,44,51,4,174,29.0,8,51,43,2,4,1
2825,2020-07-08,2020,7,8,2,0,3,8,10,16,17,43,52,97,16.17,3,43,40,3,3,1
2826,2020-07-11,2020,7,11,5,1,7,20,24,36,43,52,11,182,30.33,7,52,45,2,4,0
2827,2020-07-15,2020,7,15,2,0,4,11,15,19,27,38,48,114,19.0,4,38,34,4,2,1
2828,2020-07-18,2020,7,18,5,1,3,17,30,32,36,42,2,160,26.67,3,42,39,2,4,1
2829,2020-07-22,2020,7,22,2,0,4,7,12,13,19,52,46,107,17.83,4,52,48,3,3,1
2830,2020-07-25,2020,7,25,5,1,5,9,20,24,27,48,8,133,22.17,5,48,43,3,3,1
2831,2020-07-29,2020,7,29,2,0,6,16,23,26,33,48,7,152,25.33,6,48,42,2,4,0
2832,2020-08-01,2020,8,1,5,1,5,9,23,38,41,46,14,162,27.0,5,46,41,4,2,1
2833,2020-08-05,2020,8,5,2,0,7,23,31,33,39,51,30,184,30.67,7,51,44,6,0,1
2834,2020-08-08,2020,8,8,5,1,13,23,25,30,47,51,38,189,31.5,13,51,38,5,1,1
2835,2020-08-12,2020,8,12,2,0,12,23,24,30,44,49,36,182,30.33,12,49,37,2,4,1
2836,2020-08-15,2020,8,15,5,1,1,13,15,19,26,32,38,106,17.67,1,32,31,4,2,1
2837,2020-08-19,2020,8,19,2,0,1,7,26,27,42,49,18,152,25.33,1,49,48,4,2,1
2838,2020-08-22,2020,8,22,5,1,18,29,37,43,48,51,9,226,37.67,18,51,33,4,2,0
2839,2020-08-26,2020,8,26,2,0,1,11,12,41,43,49,15,157,26.17,1,49,48,5,1,0
2840,2020-08-29,2020,8,29,5,1,9,16,21,27,33,45,17,151,25.17,9,45,36,5,1,0
2841,2020-09-02,2020,9,2,2,0,9,16,21,28,37,48,49,159,26.5,9,48,39,3,3,0
2842,2020-09-05,2020,9,5,5,1,17,21,23,29,30,39,47,159,26.5,17,39,22,5,1,0
2843,2020-09-09,2020,9,9,2,0,8,15,31,33,35,43,40,165,27.5,8,43,35,5,1,1
2844,2020-09-12,2020,9,12,5,1,13,20,30,34,40,50,28,187,31.17,13,50,37,1,5,1
2845,2020-09-16,2020,9,16,2,0,28,32,44,49,51,52,15,256,42.67,28,52,24,2,4,0
2846,2020-09-19,2020,9,19,5,1,4,9,10,23,24,32,7,102,17.0,4,32,28,2,4,0
2847,2020-09-23,2020,9,23,2,0,8,10,17,20,40,46,47,141,23.5,8,46,38,1,5,0
2848,2020-09-26,2020,9,26,5,1,3,7,18,21,27,42,50,118,19.67,3,42,39,4,2,1
2849,2020-09-30,2020,9,30,2,0,9,18,25,26,28,33,11,139,23.17,9,33,24,3,3,0
2850,2020-10-03,2020,10,3,5,1,3,23,26,27,42,51,37,172,28.67,3,51,48,4,2,0
2851,2020-10-07,2020,10,7,2,0,1,16,22,26,42,45,36,152,25.33,1,45,44,2,4,1
2852,2020-10-10,2020,10,10,5,1,2,22,33,41,42,48,5,188,31.33,2,48,46,2,4,0
2853,2020-10-14,2020,10,14,2,0,1,35,45,49,51,52,16,233,38.83,1,52,51,5,1,1
2854,2020-10-17,2020,10,17,5,1,2,4,7,28,41,48,37,130,21.67,2,48,46,2,4,0
2855,2020-10-21,2020,10,21,2,0,10,29,36,42,43,51,19,211,35.17,10,51,41,3,3,0
2856,2020-10-24,2020,10,24,5,1,1,24,30,32,39,49,23,175,29.17,1,49,48,3,3,0
2857,2020-10-28,2020,10,28,2,0,6,16,20,30,44,51,28,167,27.83,6,51,45,1,5,1
2858,2020-10-31,2020,10,31,5,1,13,26,35,45,49,50,5,218,36.33,13,50,37,4,2,0
2859,2020-11-04,2020,11,4,2,0,2,14,17,24,34,51,19,142,23.67,2,51,49,2,4,0
2860,2020-11-07,2020,11,7,5,1,2,4,14,15,28,46,5,109,18.17,2,46,44,1,5,0
2861,2020-11-11,2020,11,11,2,0,16,19,23,36,45,46,6,185,30.83,16,46,30,3,3,1
2862,2020-11-14,2020,11,14,5,1,4,13,15,28,31,47,35,138,23.0,4,47,43,4,2,0
2863,2020-11-18,2020,11,18,2,0,1,8,20,27,42,44,47,142,23.67,1,44,43,2,4,0
2864,2020-11-21,2020,11,21,5,1,3,9,12,14,22,52,47,112,18.67,3,52,49,2,4,0
2865,2020-11-25,2020,11,25,2,0,5,10,11,14,20,33,15,93,15.5,5,33,28,3,3,0
2866,2020-11-28,2020,11,28,5,1,6,12,15,24,36,37,45,130,21.67,6,37,31,2,4,0
2867,2020-12-02,2020,12,2,2,0,9,27,34,37,38,48,19,193,32.17,9,48,39,3,3,0
2868,2020-12-05,2020,12,5,5,1,7,17,27,38,45,46,26,180,30.0,7,46,39,4,2,1
2869,2020-12-09,2020,12,9,2,0,21,30,32,42,44,48,1,217,36.17,21,48,27,1,5,0
2870,2020-12-12,2020,12,12,5,1,8,12,19,37,43,47,41,166,27.67,8,47,39,4,2,0
2871,2020-12-16,2020,12,16,2,0,1,2,29,33,36,50,22,151,25.17,1,50,49,3,3,1
2872,2020-12-19,2020,12,19,5,1,11,30,33,35,46,49,24,204,34.0,11,49,38,4,2,1
2873,2020-12-23,2020,12,23,2,0,5,7,15,22,23,44,37,116,19.33,5,44,39,4,2,0
2874,2020-12-26,2020,12,26,5,1,8,24,33,37,44,49,17,195,32.5,8,49,41,3,3,0
2875,2020-12-30,2020,12,30,2,0,2,10,19,36,38,42,21,147,24.5,2,42,40,1,5,0
2876,2021-01-02,2021,1,2,5,1,9,11,21,28,35,46,31,150,25.0,9,46,37,4,2,0
2877,2021-01-06,2021,1,6,2,0,4,10,20,41,50,52,48,177,29.5,4,52,48,1,5,1
2878,2021-01-09,2021,1,9,5,1,10,23,25,28,39,48,52,173,28.83,10,48,38,3,3,1
2879,2021-01-13,2021,1,13,2,0,1,3,15,25,36,48,2,128,21.33,1,48,47,4,2,1
2880,2021-01-16,2021,1,16,5,1,21,25,40,42,44,49,22,221,36.83,21,49,28,3,3,1
2881,2021-01-20,2021,1,20,2,0,19,20,24,32,46,48,38,189,31.5,19,48,29,1,5,1
2882,2021-01-23,2021,1,23,5,1,18,20,39,46,47,49,36,219,36.5,18,49,31,3,3,1
2883,2021-01-27,2021,1,27,2,0,2,3,13,15,38,42,44,113,18.83,2,42,40,3,3,1
2884,2021-01-30,2021,1,30,5,1,6,21,27,32,34,35,45,155,25.83,6,35,29,3,3,0
2885,2021-02-03,2021,2,3,2,0,7,10,18,22,36,51,29,144,24.0,7,51,44,2,4,0
2886,2021-02-06,2021,2,6,5,1,5,14,15,17,26,33,47,110,18.33,5,33,28,4,2,0
2887,2021-02-10,2021,2,10,2,0,1,10,12,15,21,42,48,101,16.83,1,42,41,3,3,1
2888,2021-02-13,2021,2,13,5,1,5,18,25,26,29,42,17,145,24.17,5,42,37,3,3,0
2889,2021-02-17,2021,2,17,2,0,1,3,6,25,35,43,11,113,18.83,1,43,42,5,1,0
2890,2021-02-20,2021,2,20,5,1,3,8,16,21,38,41,45,127,21.17,3,41,38,3,3,0
2891,2021-02-24,2021,2,24,2,0,7,10,12,16,29,49,21,123,20.5,7,49,42,3,3,0
2892,2021-02-27,2021,2,27,5,1,11,13,14,21,22,32,5,113,18.83,11,32,21,3,3,0
2893,2021-03-03,2021,3,3,2,0,8,11,26,34,49,50,13,178,29.67,8,50,42,2,4,0
2894,2021-03-06,2021,3,6,5,1,3,18,20,40,41,43,33,165,27.5,3,43,40,3,3,0
2895,2021-03-10,2021,3,10,2,0,1,7,16,41,45,52,31,162,27.0,1,52,51,4,2,0
2896,2021-03-13,2021,3,13,5,1,11,13,21,26,34,50,17,155,25.83,11,50,39,3,3,0
2897,2021-03-17,2021,3,17,2,0,4,11,25,31,37,47,20,155,25.83,4,47,43,5,1,1
2898,2021-03-20,2021,3,20,5,1,2,14,21,46,49,50,38,182,30.33,2,50,48,2,4,1
2899,2021-03-24,2021,3,24,2,0,1,23,41,42,45,49,43,201,33.5,1,49,48,5,1,0
2900,2021-03-27,2021,3,27,5,1,11,13,25,27,45,51,52,172,28.67,11,51,40,6,0,1
2901,2021-03-31,2021,3,31,2,0,1,16,39,47,49,52,23,204,34.0,1,52,51,4,2,0
2902,2021-04-03,2021,4,3,5,1,6,9,15,30,32,34,11,126,21.0,6,34,28,2,4,0
2903,2021-04-07,2021,4,7,2,0,7,13,30,37,39,46,17,172,28.67,7,46,39,4,2,0
2904,2021-04-10,2021,4,10,5,1,1,13,24,25,43,46,16,152,25.33,1,46,45,4,2,1
2905,2021-04-14,2021,4,14,2,0,1,5,8,19,26,48,30,107,17.83,1,48,47,3,3,1
2906,2021-04-17,2021,4,17,5,1,14,28,30,44,47,51,3,214,35.67,14,51,37,2,4,0
2907,2021-04-21,2021,4,21,2,0,1,7,10,11,23,31,8,83,13.83,1,31,30,5,1,1
2908,2021-04-24,2021,4,24,5,1,22,26,31,40,42,43,19,204,34.0,22,43,21,2,4,0
2909,2021-04-28,2021,4,28,2,0,7,18,20,22,31,48,29,146,24.33,7,48,41,2,4,0
2910,2021-05-01,2021,5,1,5,1,10,11,13,20,43,51,4,148,24.67,10,51,41,4,2,1
2911,2021-05-05,2021,5,5,2,0,6,14,19,28,31,32,39,130,21.67,6,32,26,2,4,0
2912,2021-05-08,2021,5,8,5,1,2,12,15,24,26,43,6,122,20.33,2,43,41,2,4,1
2913,2021-05-12,2021,5,12,2,0,2,11,13,20,31,42,16,119,19.83,2,42,40,3,3,1
2914,2021-05-15,2021,5,15,5,1,7,13,29,37,38,42,8,166,27.67,7,42,35,4,2,1
2915,2021-05-19,2021,5,19,2,0,1,6,12,16,35,45,2,115,19.17,1,45,44,3,3,1
2916,2021-05-22,2021,5,22,5,1,1,10,26,35,46,50,14,168,28.0,1,50,49,2,4,1
2917,2021-05-26,2021,5,26,2,0,6,22,29,45,50,52,32,204,34.0,6,52,46,2,4,1
2918,2021-05-29,2021,5,29,5,1,16,18,20,22,26,29,41,131,21.83,16,29,13,1,5,0
2919,2021-06-02,2021,6,2,2,0,22,26,27,31,33,47,34,186,31.0,22,47,25,4,2,1
2920,2021-06-05,2021,6,5,5,1,9,26,35,36,40,46,14,192,32.0,9,46,37,2,4,1
2921,2021-06-09,2021,6,9,2,0,11,15,34,36,48,50,43,194,32.33,11,50,39,2,4,0
2922,2021-06-12,2021,6,12,5,1,7,21,23,30,43,48,36,172,28.67,7,48,41,4,2,1
2923,2021-06-16,2021,6,16,2,0,7,8,29,37,49,51,43,181,30.17,7,51,44,5,1,0
2924,2021-06-19,2021,6,19,5,1,3,10,13,14,38,51,47,129,21.5,3,51,48,3,3,0
2925,2021-06-23,2021,6,23,2,0,12,30,35,38,43,52,34,210,35.0,12,52,40,2,4,1
2926,2021-06-26,2021,6,26,5,1,2,5,11,15,29,33,21,95,15.83,2,33,31,5,1,0
2927,2021-06-30,2021,6,30,2,0,8,10,29,37,38,50,30,172,28.67,8,50,42,2,4,1
2928,2021-07-03,2021,7,3,5,1,4,12,20,34,46,49,31,165,27.5,4,49,45,1,5,0
2929,2021-07-07,2021,7,7,2,0,23,26,29,32,34,39,10,183,30.5,23,39,16,3,3,1
2930,2021-07-10,2021,7,10,5,1,1,9,13,32,37,39,24,131,21.83,1,39,38,5,1,1
2931,2021-07-14,2021,7,14,2,0,13,22,26,44,46,52,27,203,33.83,13,52,39,1,5,0
2932,2021-07-17,2021,7,17,5,1,4,11,18,20,35,41,45,129,21.5,4,41,37,3,3,0
2933,2021-07-21,2021,7,21,2,0,3,6,13,23,28,31,21,104,17.33,3,31,28,4,2,0
2934,2021-07-24,2021,7,24,5,1,6,39,40,44,45,47,31,221,36.83,6,47,41,3,3,0
2935,2021-07-28,2021,7,28,2,0,1,5,13,22,27,28,25,96,16.0,1,28,27,4,2,0
2936,2021-07-31,2021,7,31,5,1,24,29,36,37,39,45,50,210,35.0,24,45,21,4,2,1
2937,2021-08-04,2021,8,4,2,0,21,26,27,30,37,51,29,192,32.0,21,51,30,4,2,0
2938,2021-08-07,2021,8,7,5,1,3,13,25,26,31,50,32,148,24.67,3,50,47,4,2,1
2939,2021-08-11,2021,8,11,2,0,2,5,25,32,48,51,20,163,27.17,2,51,49,3,3,1
2940,2021-08-14,2021,8,14,5,1,5,14,19,34,44,49,8,165,27.5,5,49,44,3,3,1
2941,2021-08-18,2021,8,18,2,0,3,14,29,30,33,35,4,144,24.0,3,35,32,4,2,1
2942,2021-08-21,2021,8,21,5,1,10,19,29,38,45,50,35,191,31.83,10,50,40,3,3,0
2943,2021-08-25,2021,8,25,2,0,11,26,28,30,33,50,22,178,29.67,11,50,39,2,4,1
2944,2021-08-28,2021,8,28,5,1,8,14,16,21,42,47,30,148,24.67,8,47,39,2,4,1
2945,2021-09-01,2021,9,1,2,0,2,14,23,33,36,42,45,150,25.0,2,42,40,2,4,0
2946,2021-09-04,2021,9,4,5,1,4,6,27,30,39,41,22,147,24.5,4,41,37,3,3,1
2947,2021-09-08,2021,9,8,2,0,2,4,18,19,20,28,45,91,15.17,2,28,26,1,5,0
2948,2021-09-11,2021,9,11,5,1,7,22,36,38,48,50,37,201,33.5,7,50,43,1,5,0
2949,2021-09-15,2021,9,15,2,0,8,9,19,45,47,52,24,180,30.0,8,52,44,4,2,1
2950,2021-09-18,2021,9,18,5,1,4,11,12,32,34,47,8,140,23.33,4,47,43,2,4,1
2951,2021-09-22,2021,9,22,2,0,2,8,27,28,32,50,35,147,24.5,2,50,48,1,5,0
2952,2021-09-25,2021,9,25,5,1,2,7,10,38,47,48,30,152,25.33,2,48,46,2,4,1
2953,2021-09-29,2021,9,29,2,0,14,15,24,33,35,51,26,172,28.67,14,51,37,4,2,1
2954,2021-10-02,2021,10,2,5,1,2,15,27,33,43,44,38,164,27.33,2,44,42,4,2,1
2955,2021-10-06,2021,10,6,2,0,11,16,25,26,34,45,30,157,26.17,11,45,34,3,3,1
2956,2021-10-09,2021,10,9,5,1,3,5,10,32,37,40,12,127,21.17,3,40,37,3,3,1
2957,2021-10-13,2021,10,13,2,0,1,10,26,35,38,49,27,159,26.5,1,49,48,3,3,0
2958,2021-10-16,2021,10,16,5,1,12,13,35,40,41,44,15,185,30.83,12,44,32,3,3,0
2959,2021-10-20,2021,10,20,2,0,3,17,24,35,42,43,39,164,27.33,3,43,40,4,2,0
2960,2021-10-23,2021,10,23,5,1,5,11,12,31,43,49,17,151,25.17,5,49,44,5,1,0
2961,2021-10-27,2021,10,27,2,0,1,26,31,38,44,48,22,188,31.33,1,48,47,2,4,1
2962,2021-10-30,2021,10,30,5,1,8,12,38,41,42,45,29,186,31.0,8,45,37,2,4,0
2963,2021-11-03,2021,11,3,2,0,5,6,11,12,13,16,42,63,10.5,5,16,11,3,3,1
2964,2021-11-06,2021,11,6,5,1,3,22,25,30,38,45,50,163,27.17,3,45,42,3,3,1
2965,2021-11-10,2021,11,10,2,0,8,12,15,19,34,49,31,137,22.83,8,49,41,3,3,0
2966,2021-11-13,2021,11,13,5,1,3,19,20,35,39,41,25,157,26.17,3,41,38,5,1,0
2967,2021-11-17,2021,11,17,2,0,5,14,35,43,50,52,34,199,33.17,5,52,47,3,3,1
2968,2021-11-20,2021,11,20,5,1,2,21,23,26,32,42,47,146,24.33,2,42,40,2,4,0
2969,2021-11-24,2021,11,24,2,0,6,18,24,39,43,48,40,178,29.67,6,48,42,2,4,1
2970,2021-11-27,2021,11,27,5,1,5,15,16,34,38,42,41,150,25.0,5,42,37,2,4,0
2971,2021-12-01,2021,12,1,2,0,1,8,9,17,39,50,30,124,20.67,1,50,49,4,2,1
2972,2021-12-04,2021,12,4,5,1,17,26,28,30,42,46,14,189,31.5,17,46,29,1,5,1
2973,2021-12-08,2021,12,8,2,0,13,30,36,41,44,46,35,210,35.0,13,46,33,2,4,0
2974,2021-12-11,2021,12,11,5,1,2,12,14,16,28,51,19,123,20.5,2,51,49,1,5,0
2975,2021-12-15,2021,12,15,2,0,7,9,41,45,48,50,24,200,33.33,7,50,43,4,2,1
2976,2021-12-18,2021,12,18,5,1,4,12,17,22,23,26,1,104,17.33,4,26,22,2,4,0
2977,2021-12-22,2021,12,22,2,0,15,23,32,34,37,45,21,186,31.0,15,45,30,4,2,0
2978,2021-12-29,2021,12,29,2,0,2,4,17,39,43,46,51,151,25.17,2,46,44,3,3,0
2979,2022-01-01,2022,1,1,5,1,5,10,16,43,44,49,23,167,27.83,5,49,44,3,3,0
2980,2022-01-05,2022,1,5,2,0,8,14,15,25,30,31,17,123,20.5,8,31,23,3,3,0
2981,2022-01-08,2022,1,8,5,1,6,12,15,17,22,33,46,105,17.5,6,33,27,3,3,1
2982,2022-01-12,2022,1,12,2,0,5,16,30,45,47,52,13,195,32.5,5,52,47,3,3,0
2983,2022-01-15,2022,1,15,5,1,7,12,13,19,25,37,50,113,18.83,7,37,30,5,1,1
2984,2022-01-19,2022,1,19,2,0,1,14,21,33,37,49,44,155,25.83,1,49,48,5,1,1
2985,2022-01-22,2022,1,22,5,1,5,8,11,17,31,38,39,110,18.33,5,38,33,4,2,0
2986,2022-01-26,2022,1,26,2,0,3,17,38,44,46,50,7,198,33.0,3,50,47,2,4,0
2987,2022-01-29,2022,1,29,5,1,8,10,19,34,36,52,2,159,26.5,8,52,44,1,5,1
2988,2022-02-02,2022,2,2,2,0,11,17,20,28,31,46,25,153,25.5,11,46,35,3,3,0
2989,2022-02-05,2022,2,5,5,1,4,21,31,33,36,38,17,163,27.17,4,38,34,3,3,0
2990,2022-02-09,2022,2,9,2,0,2,18,20,28,35,44,23,147,24.5,2,44,42,1,5,0
2991,2022-02-12,2022,2,12,5,1,12,19,21,24,25,39,7,140,23.33,12,39,27,4,2,0
2992,2022-02-16,2022,2,16,2,0,4,11,24,25,27,41,30,132,22.0,4,41,37,4,2,1
2993,2022-02-19,2022,2,19,5,1,4,11,12,20,38,48,2,133,22.17,4,48,44,1,5,1
2994,2022-02-23,2022,2,23,2,0,8,13,23,28,30,41,43,143,23.83,8,41,33,3,3,0
2995,2022-02-26,2022,2,26,5,1,1,11,14,27,46,47,24,146,24.33,1,47,46,4,2,1
2996,2022-03-02,2022,3,2,2,0,5,10,15,37,43,45,19,155,25.83,5,45,40,5,1,0
2997,2022-03-05,2022,3,5,5,1,14,16,17,39,49,50,2,185,30.83,14,50,36,3,3,1
2998,2022-03-09,2022,3,9,2,0,15,17,22,29,40,42,2,165,27.5,15,42,27,3,3,1
2999,2022-03-12,2022,3,12,5,1,13,20,32,39,43,52,40,199,33.17,13,52,39,3,3,1
3000,2022-03-16,2022,3,16,2,0,17,29,30,38,40,43,4,197,32.83,17,43,26,3,3,1
3001,2022-03-19,2022,3,19,5,1,3,9,23,41,42,48,16,166,27.67,3,48,45,4,2,1
3002,2022-03-23,2022,3,23,2,0,3,6,10,30,38,48,8,135,22.5,3,48,45,1,5,1
3003,2022-03-26,2022,3,26,5,1,6,18,22,28,34,45,20,153,25.5,6,45,39,1,5,1
3004,2022-03-30,2022,3,30,2,0,12,18,24,31,38,44,51,167,27.83,12,44,32,1,5,0
3005,2022-04-02,2022,4,2,5,1,7,10,28,38,48,49,31,180,30.0,7,49,42,2,4,0
3006,2022-04-06,2022,4,6,2,0,10,13,29,47,48,51,2,198,33.0,10,51,41,4,2,1
3007,2022-04-09,2022,4,9,5,1,2,5,11,27,42,46,14,133,22.17,2,46,44,3,3,1
3008,2022-04-13,2022,4,13,2,0,3,17,22,27,31,39,38,139,23.17,3,39,36,5,1,1
3009,2022-04-16,2022,4,16,5,1,10,14,25,30,43,49,22,171,28.5,10,49,39,3,3,1
3010,2022-04-20,2022,4,20,2,0,1,6,25,26,39,47,24,144,24.0,1,47,46,4,2,1
3011,2022-04-23,2022,4,23,5,1,1,9,18,24,34,51,37,137,22.83,1,51,50,3,3,0
3012,2022-04-27,2022,4,27,2,0,4,14,17,24,32,49,37,140,23.33,4,49,45,2,4,0
3013,2022-04-30,2022,4,30,5,1,14,22,27,28,35,45,10,171,28.5,14,45,31,3,3,1
3014,2022-05-04,2022,5,4,2,0,7,11,28,30,36,44,33,156,26.0,7,44,37,2,4,0
3015,2022-05-07,2022,5,7,5,1,14,35,36,40,45,50,44,220,36.67,14,50,36,2,4,1
3016,2022-05-11,2022,5,11,2,0,20,22,25,36,50,51,12,204,34.0,20,51,31,2,4,1
3017,2022-05-14,2022,5,14,5,1,10,13,22,27,36,40,45,148,24.67,10,40,30,2,4,0
3018,2022-05-18,2022,5,18,2,0,4,9,15,16,23,29,21,96,16.0,4,29,25,4,2,0
3019,2022-05-21,2022,5,21,5,1,2,3,7,20,28,37,5,97,16.17,2,37,35,3,3,0
3020,2022-05-25,2022,5,25,2,0,1,6,12,17,31,45,10,112,18.67,1,45,44,4,2,1
3021,2022-05-28,2022,5,28,5,1,14,28,30,31,44,47,4,194,32.33,14,47,33,2,4,1
3022,2022-06-01,2022,6,1,2,0,15,20,22,27,43,49,29,176,29.33,15,49,34,4,2,0
3023,2022-06-04,2022,6,4,5,1,11,22,23,32,35,47,41,170,28.33,11,47,36,4,2,0
3024,2022-06-08,2022,6,8,2,0,21,25,27,34,39,48,44,194,32.33,21,48,27,4,2,1
3025,2022-06-11,2022,6,11,5,1,6,15,18,23,34,37,48,133,22.17,6,37,31,3,3,1
3026,2022-06-15,2022,6,15,2,0,2,19,24,36,45,50,26,176,29.33,2,50,48,2,4,1
3027,2022-06-18,2022,6,18,5,1,13,25,35,37,38,44,52,192,32.0,13,44,31,4,2,1
3028,2022-06-22,2022,6,22,2,0,9,16,32,38,42,46,33,183,30.5,9,46,37,1,5,0
3029,2022-06-25,2022,6,25,5,1,2,8,19,29,35,43,7,136,22.67,2,43,41,4,2,0
3030,2022-06-29,2022,6,29,2,0,27,33,34,40,41,51,36,226,37.67,27,51,24,4,2,1
3031,2022-07-02,2022,7,2,5,1,4,17,22,37,38,46,23,164,27.33,4,46,42,2,4,0
3032,2022-07-06,2022,7,6,2,0,11,16,26,34,38,42,52,167,27.83,11,42,31,1,5,1
3033,2022-07-09,2022,7,9,5,1,6,24,29,35,41,44,49,179,29.83,6,44,38,3,3,0
3034,2022-07-13,2022,7,13,2,0,3,6,9,10,29,51,11,108,18.0,3,51,48,4,2,0
3035,2022-07-16,2022,7,16,5,1,7,13,22,31,45,46,9,164,27.33,7,46,39,4,2,0
3036,2022-07-20,2022,7,20,2,0,3,6,15,30,41,45,20,140,23.33,3,45,42,4,2,1
3037,2022-07-23,2022,7,23,5,1,23,33,47,48,50,52,24,253,42.17,23,52,29,3,3,1
3038,2022-07-27,2022,7,27,2,0,1,7,36,41,49,51,45,185,30.83,1,51,50,5,1,0
3039,2022-07-30,2022,7,30,5,1,1,9,13,34,35,37,42,129,21.5,1,37,36,5,1,1
3040,2022-08-03,2022,8,3,2,0,5,9,12,23,50,51,4,150,25.0,5,51,46,4,2,1
3041,2022-08-06,2022,8,6,5,1,7,18,30,36,44,47,28,182,30.33,7,47,40,2,4,1
3042,2022-08-10,2022,8,10,2,0,13,14,21,34,45,52,26,179,29.83,13,52,39,3,3,1
3043,2022-08-13,2022,8,13,5,1,6,8,27,28,39,48,7,156,26.0,6,48,42,2,4,0
3044,2022-08-17,2022,8,17,2,0,5,13,21,34,35,39,28,147,24.5,5,39,34,5,1,1
3045,2022-08-20,2022,8,20,5,1,7,9,20,27,46,51,47,160,26.67,7,51,44,4,2,0
3046,2022-08-24,2022,8,24,2,0,8,11,12,37,41,48,40,157,26.17,8,48,40,3,3,1
3047,2022-08-27,2022,8,27,5,1,4,10,14,24,31,37,20,120,20.0,4,37,33,2,4,1
3048,2022-08-31,2022,8,31,2,0,3,9,13,25,31,39,36,120,20.0,3,39,36,6,0,1
3049,2022-09-03,2022,9,3,5,1,7,20,34,45,49,50,17,205,34.17,7,50,43,3,3,0
3050,2022-09-07,2022,9,7,2,0,2,10,17,28,40,44,34,141,23.5,2,44,42,1,5,1
3051,2022-09-10,2022,9,10,5,1,6,15,17,19,41,44,25,142,23.67,6,44,38,4,2,0
3052,2022-09-14,2022,9,14,2,0,4,17,29,31,46,48,50,175,29.17,4,48,44,3,3,1
3053,2022-09-17,2022,9,17,5,1,1,7,22,34,39,46,15,149,24.83,1,46,45,3,3,0
3054,2022-09-21,2022,9,21,2,0,8,15,16,24,32,42,14,137,22.83,8,42,34,1,5,1
3055,2022-09-24,2022,9,24,5,1,3,18,28,29,36,44,22,158,26.33,3,44,41,2,4,1
3056,2022-09-28,2022,9,28,2,0,2,12,15,29,31,47,48,136,22.67,2,47,45,4,2,1
3057,2022-10-01,2022,10,1,5,1,7,9,13,16,26,42,12,113,18.83,7,42,35,3,3,1
3058,2022-10-05,2022,10,5,2,0,14,16,23,26,40,42,13,161,26.83,14,42,28,1,5,0
3059,2022-10-08,2022,10,8,5,1,7,11,12,19,36,39,4,124,20.67,7,39,32,4,2,1
3060,2022-10-12,2022,10,12,2,0,4,15,16,26,44,45,22,150,25.0,4,45,41,2,4,1
3061,2022-10-15,2022,10,15,5,1,9,11,13,21,30,46,19,130,21.67,9,46,37,4,2,0
3062,2022-10-19,2022,10,19,2,0,1,5,14,29,40,52,34,141,23.5,1,52,51,3,3,1
3063,2022-10-22,2022,10,22,5,1,12,14,33,37,47,48,11,191,31.83,12,48,36,3,3,0
3064,2022-10-26,2022,10,26,2,0,4,14,18,23,42,50,22,151,25.17,4,50,46,1,5,1
3065,2022-10-29,2022,10,29,5,1,9,30,32,38,43,50,28,202,33.67,9,50,41,2,4,1
3066,2022-11-02,2022,11,2,2,0,1,7,22,33,39,40,15,142,23.67,1,40,39,4,2,0
